f_shift,in,lp,bp,hp
4,12471,12414,37,-2
4,12526,12464,42,-14
4,12593,12522,44,-18
4,12672,12584,54,-18
4,12764,12665,66,-26
4,12868,12763,73,-35
4,12984,12862,82,-35
4,13111,12983,91,-44
4,13249,13117,94,-53
4,13397,13255,98,-55
4,13555,13401,106,-57
4,13723,13561,115,-63
4,13899,13726,125,-65
4,14084,13908,130,-74
4,14276,14099,130,-80
4,14475,14291,132,-81
4,14681,14488,138,-82
4,14892,14695,144,-86
4,15108,14900,153,-84
4,15328,15128,155,-97
4,15552,15349,151,-96
4,15779,15569,152,-93
4,16007,15797,156,-96
4,16237,16028,157,-99
4,83,16250,162,-94
4,313,6030,-11560,-167
4,542,-5642,-4651,8281
4,770,-4932,4198,3375
4,994,1605,4283,-2976
4,1216,4170,-228,-3062
4,1433,2247,-2126,32
4,1646,243,-687,1534
4,1853,650,968,512
4,2054,2075,908,-676
4,2248,2677,28,-637
4,2435,2412,-306,-11
4,2613,2205,-13,237
4,2783,2445,291,23
4,2944,2851,256,-196
4,3095,3077,80,-173
4,3236,3132,18,-46
4,3366,3197,75,2
4,3484,3340,126,-37
4,3592,3508,107,-77
4,3687,3622,66,-63
4,3770,3699,48,-36
4,3841,3762,54,-19
4,3899,3839,57,-26
4,3943,3899,50,-25
4,3975,3951,31,-23
4,3994,3972,20,-7
4,3999,3989,12,-1
4,3992,3989,12,4
4,3971,3989,7,0
4,3936,3972,-12,5
4,3889,3932,-29,19
4,3829,3871,-32,34
4,3756,3809,-32,36
4,3671,3746,-42,31
4,3573,3655,-56,44
4,3464,3557,-66,49
4,3343,3439,-71,61
4,3211,3318,-74,62
4,3068,3186,-80,65
4,2915,3044,-90,69
4,2753,2885,-98,79
4,2581,2729,-105,77
4,2401,2551,-111,86
4,2213,2369,-115,90
4,2018,2177,-117,95
4,1815,1981,-120,97
4,1607,1781,-127,98
4,1394,1578,-136,97
4,1176,1354,-139,110
4,954,1133,-135,111
4,728,914,-135,108
4,501,690,-141,109
4,272,459,-142,113
4,41,237,-147,109
4,16195,-2,-149,118
4,15966,10220,11579,186
4,15737,21902,4672,-8272
4,15511,21191,-4184,-3362
4,15288,14652,-4267,2993
4,15068,12074,48,3190
4,14853,14006,2143,-9
4,14643,16021,710,-1523
4,14438,15620,-953,-500
4,14240,14195,-894,690
4,14050,13592,-12,654
4,13866,13845,324,43
4,13692,14070,29,-218
4,13526,13840,-271,-12
4,13369,13439,-238,206
4,13223,13218,-62,182
4,13087,13165,-3,60
4,12962,13104,-57,12
4,12849,12961,-105,54
4,12747,12804,-85,88
4,12657,12697,-44,72
4,12580,12628,-31,45
4,12515,12565,-37,34
4,12463,12500,-40,35
4,12424,12438,-31,41
4,12398,12398,-14,33
4,12385,12377,-2,22
4,12386,12369,2,15
4,12400,12369,4,15
4,12427,12378,21,12
4,12467,12414,34,-4
4,12520,12456,39,-8
4,12586,12514,47,-17
4,12665,12577,55,-18
4,12756,12659,64,-26
4,12859,12751,74,-32
4,12973,12859,80,-40
4,13099,12976,84,-45
4,13236,13098,92,-45
4,13383,13238,102,-53
4,13541,13390,107,-60
4,13707,13542,116,-59
4,13883,13717,121,-70
4,14067,13895,125,-74
4,14258,14077,129,-74
4,14457,14271,136,-81
4,14662,14470,140,-83
4,14872,14669,148,-81
4,15088,14888,153,-92
4,15308,15109,150,-96
4,15532,15327,149,-93
4,15758,15548,155,-93
4,15986,15779,156,-99
4,16216,16000,161,-94
4,62,16238,162,-103
4,292,6014,-11565,-169
4,522,-5665,-4656,8285
4,749,-4954,4199,3377
4,974,1586,4283,-2978
4,1196,4165,-30,-3176
4,1413,2237,-2126,22
4,1626,225,-693,1535
4,1834,629,967,514
4,2036,2054,910,-675
4,2230,2659,29,-637
4,2418,2415,-304,-33
4,2597,2193,-13,232
4,2768,2431,287,23
4,2930,2833,254,-192
4,3082,3059,81,-169
4,3223,3118,22,-47
4,3354,3182,76,3
4,3474,3333,127,-42
4,3582,3499,106,-78
4,3679,3612,65,-62
4,3763,3689,50,-35
4,3835,3759,54,-23
4,3894,3831,57,-24
4,3940,3899,48,-29
4,3973,3946,29,-20
4,3993,3967,22,-5
4,4000,3988,17,-3
4,3993,3994,13,0
4,3973,3987,-1,7
4,3940,3966,-10,12
4,3894,3927,-18,22
4,3835,3885,-26,22
4,3763,3824,-39,31
4,3679,3745,-45,41
4,3582,3666,-54,40
4,3474,3564,-64,50
4,3354,3448,-68,60
4,3223,3328,-72,62
4,3082,3199,-80,64
4,2930,3058,-89,69
4,2768,2908,-102,73
4,2597,2735,-104,85
4,2418,2561,-105,89
4,2230,2384,-108,88
4,2036,2199,-116,89
4,1834,2002,-123,96
4,1626,1806,-133,95
4,1413,1587,-136,107
4,1196,1370,-131,109
4,974,1156,-132,106
4,749,936,-139,108
4,522,708,-141,112
4,292,487,-146,108
4,62,249,-147,117
4,16216,14,-140,118
4,15986,10248,11582,177
4,15758,21926,4668,-8274
4,15532,21211,-4188,-3359
4,15308,14937,-4443,2817
4,15088,12082,48,3202
4,14872,14022,2152,-10
4,14662,16046,711,-1529
4,14457,15642,-957,-501
4,14258,14211,-896,694
4,14067,13607,-53,678
4,13883,13851,326,53
4,13707,14086,39,-222
4,13541,13859,-271,-16
4,13383,13457,-239,204
4,13236,13231,-65,185
4,13099,13177,-4,61
4,12973,13112,-57,16
4,12859,12972,-104,53
4,12756,12816,-87,87
4,12665,12706,-48,74
4,12586,12632,-30,48
4,12520,12573,-37,32
4,12467,12501,-39,39
4,12427,12441,-27,40
4,12400,12402,-13,32
4,12386,12381,-3,21
4,12385,12370,2,15
4,12398,12370,2,14
4,12424,12378,19,11
4,12463,12411,33,-3
4,12515,12453,38,-9
4,12580,12508,45,-15
4,12657,12571,54,-18
4,12747,12648,65,-23
4,12849,12745,73,-34
4,12962,12848,78,-38
4,13087,12964,83,-43
4,13223,13086,91,-44
4,13369,13225,102,-53
4,13526,13370,109,-55
4,13692,13532,117,-64
4,13866,13705,119,-72
4,14050,13879,120,-73
4,14240,14058,127,-71
4,14438,14251,135,-78
4,14643,14443,146,-78
4,14853,14660,150,-92
4,15068,14876,144,-95
4,15288,15086,143,-89
4,15511,15302,151,-89
4,15737,15528,156,-95
4,15966,15750,162,-94
4,16195,15988,162,-103
4,41,16221,153,-102
4,272,5986,-11568,-161
4,501,-5691,-4652,8289
4,728,-4974,4204,3373
4,954,1300,4459,-2801
4,1176,4158,-31,-3188
4,1394,2221,-2135,23
4,1607,200,-696,1542
4,1815,604,972,517
4,2018,2041,912,-682
4,2213,2646,70,-663
4,2401,2405,-306,-39
4,2581,2179,-20,232
4,2753,2408,288,29
4,2915,2817,260,-194
4,3068,3050,82,-176
4,3211,3106,18,-47
4,3343,3173,75,1
4,3464,3323,124,-42
4,3573,3484,106,-73
4,3671,3600,70,-62
4,3756,3680,54,-36
4,3829,3752,57,-24
4,3889,3830,56,-29
4,3936,3892,46,-26
4,3971,3941,32,-21
4,3992,3970,19,-8
4,3999,3987,12,-1
4,3994,3987,12,6
4,3975,3987,12,1
4,3943,3976,-8,3
4,3899,3938,-25,18
4,3841,3882,-29,32
4,3770,3822,-30,34
4,3687,3762,-41,29
4,3592,3673,-56,42
4,3484,3571,-62,52
4,3366,3458,-65,59
4,3236,3341,-69,60
4,3095,3215,-79,61
4,2944,3079,-94,63
4,2783,2917,-103,79
4,2613,2747,-101,87
4,2435,2579,-101,85
4,2248,2404,-107,85
4,2054,2221,-119,87
4,1853,2029,-132,91
4,1646,1812,-133,108
4,1433,1600,-125,109
4,1216,1398,-127,99
4,994,1182,-136,102
4,770,956,-141,109
4,542,735,-146,108
4,313,498,-146,117
4,83,266,-140,117
4,16237,40,-138,112
4,16007,10273,11579,175
4,15779,21948,4666,-8274
4,15552,21491,-3955,-3734
4,15328,14947,-4442,2826
4,15108,12098,56,3202
4,14892,14047,2153,-15
4,14681,16068,707,-1529
4,14475,15659,-958,-499
4,14276,14282,-934,660
4,14084,13620,-50,681
4,13899,13866,329,54
4,13723,14105,37,-224
4,13555,13876,-274,-16
4,13397,13469,-243,208
4,13249,13248,-78,188
4,13111,13183,-3,68
4,12984,13121,-52,16
4,12868,12987,-101,48
4,12764,12829,-91,85
4,12672,12714,-54,77
4,12593,12640,-37,51
4,12526,12577,-39,36
4,12471,12505,-38,40
4,12430,12445,-27,40
4,12402,12405,-14,32
4,12386,12384,-5,21
4,12385,12369,4,15
4,12396,12369,4,14
4,12421,12379,18,8
4,12459,12400,31,6
4,12509,12442,45,-5
4,12573,12504,50,-20
4,12649,12564,55,-18
4,12738,12645,62,-27
4,12839,12735,69,-31
4,12951,12837,78,-37
4,13075,12953,83,-43
4,13210,13075,91,-45
4,13356,13208,104,-50
4,13511,13363,110,-62
4,13676,13522,110,-66
4,13850,13684,116,-66
4,14033,13859,122,-70
4,14223,14041,129,-72
4,14420,14227,141,-74
4,14624,14435,143,-86
4,14834,14643,141,-89
4,15049,14851,142,-88
4,15268,15064,148,-89
4,15491,15284,154,-93
4,15717,15503,160,-92
4,15945,15738,161,-101
4,16174,15970,155,-102
4,20,16195,153,-97
4,251,5962,-11564,-160
4,480,-5711,-4650,8287
4,708,-5254,3969,3750
4,933,1290,4458,-2811
4,1156,4140,-39,-3187
4,1374,2195,-2136,29
4,1588,178,-692,1542
4,1797,588,974,513
4,1999,1966,951,-644
4,2196,2634,69,-669
4,2384,2391,-311,-39
4,2565,2157,-21,238
4,2738,2392,290,28
4,2901,2803,260,-195
4,3055,3031,93,-176
4,3198,3099,20,-54
4,3331,3164,71,-1
4,3453,3308,123,-38
4,3564,3472,109,-73
4,3662,3595,70,-66
4,3749,3671,54,-36
4,3823,3747,57,-26
4,3884,3824,55,-28
4,3933,3886,47,-25
4,3968,3938,33,-21
4,3990,3968,20,-10
4,3999,3985,13,-1
4,3995,3985,13,8
4,3978,3985,13,4
4,3947,3977,-5,4
4,3903,3940,-22,18
4,3846,3888,-28,29
4,3777,3830,-34,33
4,3695,3762,-40,35
4,3601,3680,-51,41
4,3495,3582,-60,49
4,3377,3472,-65,56
4,3248,3354,-71,59
4,3108,3229,-83,61
4,2958,3083,-92,71
4,2798,2927,-92,77
4,2629,2768,-97,79
4,2451,2599,-105,83
4,2265,2421,-111,86
4,2072,2239,-123,88
4,1871,2037,-127,99
4,1665,1830,-126,104
4,1453,1625,-126,103
4,1236,1416,-129,102
4,1015,1200,-136,104
4,790,985,-146,103
4,563,747,-147,117
4,334,514,-138,118
4,104,293,-137,110
4,16258,65,-141,110
4,16028,10293,11578,176
4,15799,21675,5180,-8237
4,15573,21501,-3953,-3725
4,15348,14964,-4434,2826
4,15128,12125,59,3194
4,14911,14071,2150,-18
4,14700,16086,704,-1527
4,14494,15737,-920,-577
4,14294,14292,-936,670
4,14101,13633,-47,685
4,13916,13887,332,48
4,13739,14126,34,-227
4,13570,13888,-275,-11
4,13411,13498,-253,199
4,13262,13256,-75,193
4,13123,13197,1,65
4,12995,13137,-53,13
4,12879,13001,-106,47
4,12773,12839,-95,88
4,12680,12722,-56,79
4,12599,12645,-34,52
4,12531,12582,-37,36
4,12476,12512,-39,39
4,12433,12451,-29,40
4,12404,12409,-18,33
4,12387,12382,-4,24
4,12384,12370,4,15
4,12394,12370,4,12
4,12418,12380,16,6
4,12455,12401,26,4
4,12504,12441,39,-5
4,12567,12496,47,-15
4,12642,12559,54,-19
4,12730,12638,60,-26
4,12829,12725,68,-29
4,12941,12826,77,-35
4,13064,12942,84,-43
4,13198,13059,95,-42
4,13342,13200,104,-54
4,13497,13351,105,-61
4,13661,13505,108,-62
4,13834,13667,116,-64
4,14016,13842,123,-69
4,14205,14016,135,-67
4,14402,14216,143,-82
4,14605,14421,140,-89
4,14814,14622,139,-86
4,15029,14828,143,-85
4,15248,15044,150,-90
4,15470,15255,159,-86
4,15696,15491,162,-102
4,15924,15722,153,-102
4,16153,15943,152,-95
4,0,16171,156,-96
4,230,5943,-11563,-161
4,459,-5439,-5165,8252
4,687,-5265,3968,3740
4,913,1273,4451,-2811
4,1136,4116,-42,-3182
4,1354,2171,-2133,32
4,1569,158,-689,1541
4,1778,510,938,590
4,1981,1958,954,-657
4,2178,2623,63,-673
4,2368,2371,-315,-35
4,2549,2141,-18,236
4,2722,2379,289,26
4,2887,2770,270,-183
4,3041,3019,95,-179
4,3186,3087,20,-56
4,3320,3152,71,-1
4,3442,3296,123,-37
4,3554,3462,109,-74
4,3654,3581,74,-64
4,3741,3666,55,-39
4,3816,3742,54,-28
4,3879,3814,54,-25
4,3929,3877,51,-23
4,3965,3934,37,-23
4,3989,3966,24,-13
4,3999,3986,15,-4
4,3996,3986,15,6
4,3980,3986,15,3
4,3950,3980,-4,2
4,3908,3944,-22,17
4,3852,3896,-28,26
4,3784,3835,-33,34
4,3703,3772,-42,33
4,3610,3690,-54,40
4,3505,3590,-61,51
4,3388,3482,-64,55
4,3260,3370,-73,55
4,3121,3234,-83,68
4,2972,3093,-87,72
4,2813,2942,-90,75
4,2645,2783,-98,79
4,2468,2614,-104,83
4,2282,2443,-114,82
4,2089,2248,-122,95
4,1890,2050,-121,100
4,1684,1853,-121,98
4,1472,1651,-130,98
4,1255,1434,-136,106
4,1035,1223,-142,103
4,811,992,-143,115
4,584,765,-137,115
4,355,545,-137,108
4,125,316,-142,110
4,16279,82,-144,115
4,16049,9584,11522,934
4,15820,21686,5187,-8230
4,15593,21525,-3944,-3733
4,15369,14993,-4437,2819
4,15148,12146,53,3197
4,14931,14087,2150,-14
4,14719,16060,804,-1531
4,14512,15750,-921,-570
4,14312,14311,-932,667
4,14118,13654,-46,681
4,13932,13907,330,46
4,13754,14137,33,-221
4,13585,13920,-271,-30
4,13425,13507,-255,206
4,13275,13265,-71,196
4,13135,13211,5,62
4,13006,13153,-55,10
4,12889,13009,-108,51
4,12782,12853,-98,85
4,12688,12726,-55,84
4,12606,12651,-31,53
4,12537,12588,-34,35
4,12480,12520,-39,37
4,12436,12457,-33,40
4,12406,12408,-17,37
4,12388,12382,-1,25
4,12384,12373,0,15
4,12393,12373,0,11
4,12415,12373,10,15
4,12451,12392,29,9
4,12499,12431,45,-2
4,12561,12493,50,-19
4,12635,12556,52,-21
4,12721,12632,56,-25
4,12820,12714,66,-26
4,12930,12815,78,-34
4,13052,12926,88,-40
4,13185,13056,93,-50
4,13329,13192,95,-54
4,13482,13333,102,-55
4,13646,13489,111,-62
4,13818,13651,119,-64
4,13999,13821,128,-67
4,14188,14012,133,-79
4,14384,14206,131,-83
4,14586,14400,131,-81
4,14795,14598,139,-81
4,15009,14811,146,-89
4,15228,15018,153,-85
4,15450,15246,156,-96
4,15675,15472,153,-98
4,15903,15693,153,-94
4,16133,15921,156,-96
4,16363,16152,158,-98
4,209,16375,164,-94
4,438,6156,-11558,-168
4,667,-5516,-4651,8280
4,893,-4806,4198,3374
4,1115,1730,4282,-2978
4,1335,4293,-233,-3061
4,1550,2364,-2130,36
4,1759,355,-689,1540
4,1963,763,970,511
4,2160,2188,906,-678
4,2351,2786,22,-637
4,2533,2511,-310,-5
4,2707,2302,-17,240
4,2872,2537,287,27
4,3027,2938,252,-192
4,3173,3157,75,-167
4,3308,3208,16,-43
4,3432,3271,72,1
4,3544,3404,122,-33
4,3645,3564,106,-73
4,3734,3675,63,-61
4,3810,3745,44,-33
4,3874,3806,47,-19
4,3925,3869,51,-20
4,3962,3926,42,-22
4,3987,3965,28,-17
4,3999,3986,16,-7
4,3997,3992,15,0
4,3982,3992,11,0
4,3953,3982,-7,4
4,3912,3946,-22,18
4,3858,3897,-26,28
4,3791,3840,-29,33
4,3711,3778,-39,33
4,3619,3697,-51,40
4,3515,3599,-60,50
4,3399,3500,-69,50
4,3272,3378,-77,60
4,3134,3243,-79,69
4,2986,3105,-81,70
4,2828,2963,-91,69
4,2660,2803,-101,76
4,2484,2635,-111,81
4,2300,2450,-115,92
4,2107,2262,-114,95
4,1908,2071,-117,95
4,1703,1873,-123,97
4,1491,1669,-128,98
4,1275,1462,-141,100
4,1055,1231,-141,115
4,831,1010,-135,113
4,605,791,-135,108
4,376,567,-141,109
4,146,334,-144,114
4,16300,111,-149,110
4,16070,10330,11573,184
4,15841,22002,4666,-8265
4,15614,21292,-4183,-3359
4,15389,14756,-4267,2992
4,15168,12191,243,3077
4,14950,14114,2142,-17
4,14738,16118,702,-1519
4,14531,15711,-953,-496
4,14330,14286,-892,691
4,14135,13685,-12,651
4,13949,13951,321,24
4,13770,14158,28,-223
4,13600,13916,-277,-7
4,13439,13509,-241,212
4,13288,13285,-63,186
4,13148,13230,-5,61
4,13018,13163,-60,15
4,12899,13022,-109,51
4,12792,12856,-94,90
4,12696,12737,-52,81
4,12613,12662,-32,50
4,12543,12599,-39,34
4,12485,12523,-42,41
4,12440,12463,-35,40
4,12408,12410,-17,39
4,12389,12384,-1,25
4,12384,12374,0,15
4,12392,12374,0,10
4,12413,12374,6,15
4,12447,12390,26,10
4,12494,12430,42,-4
4,12554,12490,46,-19
4,12627,12552,46,-21
4,12713,12615,57,-16
4,12810,12707,71,-29
4,12920,12805,80,-35
4,13041,12923,85,-45
4,13172,13044,89,-47
4,13315,13176,94,-51
4,13468,13317,103,-53
4,13630,13474,112,-62
4,13802,13630,122,-61
4,13982,13810,127,-71
4,14170,13996,129,-78
4,14366,14185,130,-80
4,14568,14379,135,-80
4,14776,14579,143,-82
4,14989,14783,153,-83
4,15208,15009,154,-97
4,15430,15230,150,-97
4,15655,15449,150,-94
4,15882,15671,155,-93
4,16112,15902,156,-98
4,16342,16124,163,-93
4,188,16363,164,-103
4,418,6141,-11564,-171
4,646,-5538,-4656,8284
4,872,-4828,4197,3376
4,1095,1707,4283,-2976
4,1315,4286,-30,-3176
4,1530,2357,-2128,22
4,1740,342,-695,1536
4,1945,742,966,515
4,2143,2166,908,-675
4,2334,2768,27,-638
4,2517,2519,-309,-30
4,2692,2293,-17,233
4,2857,2522,284,28
4,3014,2921,252,-190
4,3160,3142,77,-166
4,3296,3196,19,-45
4,3421,3257,72,3
4,3535,3400,120,-39
4,3636,3557,100,-72
4,3726,3664,59,-57
4,3804,3733,46,-30
4,3869,3796,54,-19
4,3921,3865,55,-23
4,3960,3925,43,-25
4,3985,3964,27,-17
4,3998,3984,15,-6
4,3998,3984,15,7
4,3984,3984,15,7
4,3957,3984,1,0
4,3916,3953,-19,14
4,3863,3905,-27,25
4,3797,3845,-31,34
4,3719,3782,-37,34
4,3628,3703,-47,40
4,3525,3613,-58,44
4,3410,3504,-67,55
4,3284,3385,-71,61
4,3147,3259,-78,64
4,3000,3121,-83,68
4,2843,2975,-92,71
4,2676,2822,-105,74
4,2500,2644,-110,87
4,2317,2464,-110,91
4,2125,2283,-112,90
4,1927,2090,-119,95
4,1722,1892,-123,97
4,1511,1696,-133,93
4,1295,1475,-141,107
4,1075,1252,-137,112
4,852,1033,-134,109
4,625,814,-138,107
4,397,585,-142,111
4,167,363,-149,109
4,16321,123,-148,118
4,16091,10347,11580,184
4,15862,22026,4671,-8270
4,15634,21316,-4183,-3362
4,15409,14776,-4269,2993
4,15188,12196,44,3191
4,14970,14125,2142,-8
4,14757,16137,708,-1521
4,14549,15733,-953,-499
4,14348,14306,-896,691
4,14153,13700,-13,655
4,13965,13947,321,46
4,13786,14169,27,-217
4,13615,13930,-273,-7
4,13454,13527,-238,207
4,13302,13303,-64,183
4,13160,13245,-8,61
4,13029,13179,-62,12
4,12909,13028,-112,57
4,12801,12862,-91,93
4,12704,12749,-50,77
4,12620,12672,-35,50
4,12548,12602,-39,38
4,12489,12530,-42,39
4,12443,12462,-33,44
4,12410,12415,-14,35
4,12390,12394,-7,20
4,12384,12373,-2,18
4,12390,12368,2,15
4,12410,12368,14,15
4,12443,12389,29,7
4,12489,12430,40,-7
4,12548,12484,43,-16
4,12620,12544,47,-19
4,12704,12614,56,-22
4,12801,12692,70,-23
4,12909,12795,82,-35
4,13029,12913,84,-46
4,13160,13033,87,-47
4,13302,13162,95,-49
4,13454,13304,105,-54
4,13615,13454,117,-58
4,13786,13627,119,-71
4,13965,13800,118,-73
4,14153,13975,122,-71
4,14348,14158,134,-72
4,14549,14359,144,-83
4,14757,14560,147,-84
4,14970,14776,147,-92
4,15188,14991,144,-93
4,15409,15205,147,-90
4,15634,15425,154,-93
4,15862,15653,156,-97
4,16091,15875,162,-94
4,16321,16113,162,-103
4,167,16346,155,-102
4,397,6113,-11566,-163
4,625,-5563,-4653,8287
4,852,-4850,4201,3375
4,1075,1423,4459,-2800
4,1295,4279,-32,-3188
4,1511,2339,-2137,25
4,1722,315,-696,1544
4,1927,719,972,517
4,2125,2151,912,-680
4,2317,2755,67,-663
4,2500,2510,-311,-37
4,2676,2275,-24,237
4,2843,2502,286,31
4,3000,2906,256,-191
4,3147,3132,80,-172
4,3284,3184,18,-46
4,3410,3249,72,-1
4,3525,3389,119,-38
4,3628,3545,102,-71
4,3719,3658,64,-62
4,3797,3730,45,-33
4,3863,3789,52,-18
4,3916,3861,54,-25
4,3957,3920,41,-24
4,3984,3960,28,-17
4,3998,3981,18,-6
4,3998,3992,13,0
4,3985,3992,13,0
4,3960,3984,-5,4
4,3921,3950,-17,19
4,3869,3908,-22,24
4,3804,3855,-29,29
4,3726,3793,-40,31
4,3636,3715,-53,38
4,3535,3615,-60,51
4,3421,3512,-62,54
4,3296,3397,-68,58
4,3160,3275,-76,59
4,3014,3136,-87,68
4,2857,2991,-94,70
4,2692,2829,-102,79
4,2517,2658,-103,86
4,2334,2484,-105,86
4,2143,2304,-114,87
4,1945,2109,-122,95
4,1740,1916,-129,94
4,1530,1702,-133,105
4,1315,1487,-129,108
4,1095,1274,-130,106
4,872,1057,-136,106
4,646,833,-140,109
4,418,611,-147,109
4,188,373,-145,118
4,16342,141,-140,117
4,16112,10374,11581,178
4,15882,22050,4668,-8272
4,15655,21335,-4188,-3359
4,15430,15061,-4443,2816
4,15208,12204,46,3203
4,14989,14141,2150,-8
4,14776,16162,710,-1528
4,14568,15757,-958,-502
4,14366,14320,-897,697
4,14170,13715,-55,679
4,13982,13956,321,54
4,13802,14182,35,-217
4,13630,13953,-273,-14
4,13468,13544,-245,209
4,13315,13311,-67,191
4,13172,13255,-3,62
4,13041,13188,-60,14
4,12920,13038,-108,57
4,12810,12878,-91,88
4,12713,12762,-55,76
4,12627,12682,-39,51
4,12554,12610,-42,38
4,12494,12532,-41,43
4,12447,12470,-32,40
4,12413,12419,-17,37
4,12392,12391,-3,24
4,12384,12376,2,15
4,12389,12376,2,7
4,12408,12376,2,12
4,12440,12384,22,13
4,12485,12422,41,-2
4,12543,12481,46,-19
4,12613,12542,44,-21
4,12696,12601,55,-15
4,12792,12683,72,-23
4,12899,12787,83,-36
4,13018,12905,83,-47
4,13148,13023,84,-47
4,13288,13146,95,-45
4,13439,13282,109,-48
4,13600,13444,118,-64
4,13770,13614,116,-72
4,13949,13782,116,-70
4,14135,13957,123,-69
4,14330,14143,132,-74
4,14531,14334,145,-76
4,14738,14548,148,-91
4,14950,14760,141,-92
4,15168,14967,142,-88
4,15389,15183,149,-89
4,15614,15404,157,-93
4,15841,15626,164,-94
4,16070,15864,161,-103
4,16300,16096,153,-102
4,146,16319,153,-95
4,376,6087,-11563,-159
4,605,-5586,-4650,8287
4,831,-5129,3969,3750
4,1055,1415,4455,-2811
4,1275,4262,-41,-3186
4,1491,2313,-2138,31
4,1703,294,-691,1543
4,1908,703,973,514
4,2107,2076,950,-643
4,2300,2741,67,-667
4,2484,2496,-313,-39
4,2660,2257,-24,239
4,2828,2484,287,33
4,2986,2890,259,-191
4,3134,3114,93,-174
4,3272,3179,18,-54
4,3399,3241,67,-2
4,3515,3375,116,-34
4,3619,3533,106,-71
4,3711,3648,69,-63
4,3791,3721,50,-35
4,3858,3784,54,-20
4,3912,3856,54,-25
4,3953,3916,42,-25
4,3982,3956,29,-17
4,3997,3977,21,-5
4,3999,3993,12,-2
4,3987,3993,12,0
4,3962,3984,-4,5
4,3925,3952,-17,19
4,3874,3910,-19,25
4,3810,3862,-27,26
4,3734,3803,-41,28
4,3645,3721,-53,40
4,3544,3623,-57,51
4,3432,3522,-61,53
4,3308,3409,-66,56
4,3173,3288,-77,59
4,3027,3155,-90,63
4,2872,2998,-98,78
4,2707,2837,-97,84
4,2533,2676,-100,81
4,2351,2503,-108,84
4,2160,2321,-115,88
4,1963,2134,-128,90
4,1759,1922,-130,106
4,1550,1713,-123,108
4,1335,1512,-124,100
4,1115,1299,-131,102
4,893,1079,-139,106
4,667,860,-147,107
4,438,622,-145,118
4,209,390,-138,117
4,16363,169,-138,109
4,16133,10401,11577,174
4,15903,22071,4663,-8269
4,15675,21614,-3953,-3734
4,15450,15071,-4442,2825
4,15228,12222,53,3202
4,15009,14165,2153,-13
4,14795,16184,706,-1528
4,14586,15773,-959,-498
4,14384,14395,-936,659
4,14188,13727,-54,684
4,13999,13970,327,55
4,13818,14205,36,-224
4,13646,13970,-277,-13
4,13482,13560,-244,208
4,13329,13332,-81,191
4,13185,13263,-8,70
4,13052,13195,-57,19
4,12930,13050,-106,55
4,12820,12889,-93,88
4,12721,12768,-55,80
4,12635,12692,-41,50
4,12561,12615,-42,41
4,12499,12538,-40,43
4,12451,12475,-33,41
4,12415,12423,-17,37
4,12393,12394,-4,23
4,12384,12376,1,17
4,12388,12376,1,8
4,12406,12376,1,12
4,12436,12383,20,13
4,12480,12420,37,-2
4,12537,12472,43,-13
4,12606,12530,50,-18
4,12688,12600,55,-21
4,12782,12682,64,-26
4,12889,12779,74,-34
4,13006,12888,82,-40
4,13135,13008,87,-45
4,13275,13132,98,-46
4,13425,13278,107,-56
4,13585,13434,107,-62
4,13754,13593,112,-64
4,13932,13762,120,-68
4,14118,13940,126,-71
4,14312,14122,138,-73
4,14512,14326,143,-85
4,14719,14531,140,-89
4,14931,14733,142,-85
4,15148,14946,148,-89
4,15369,15165,151,-92
4,15593,15377,160,-88
4,15820,15613,163,-101
4,16049,15847,154,-104
4,16279,16068,153,-95
4,125,16297,157,-96
4,355,6070,-11563,-163
4,584,-5313,-5166,8251
4,811,-5140,3967,3741
4,1035,1397,4450,-2811
4,1255,4237,-44,-3180
4,1472,2289,-2136,34
4,1684,278,-688,1538
4,1890,627,935,590
4,2089,2070,949,-654
4,2282,2727,61,-668
4,2468,2474,-316,-34
4,2645,2236,-19,242
4,2813,2474,290,26
4,2972,2864,267,-184
4,3121,3106,88,-178
4,3260,3165,12,-50
4,3388,3223,68,3
4,3505,3363,120,-35
4,3610,3524,108,-73
4,3703,3637,71,-62
4,3784,3715,51,-37
4,3852,3778,54,-21
4,3908,3850,54,-25
4,3950,3911,44,-25
4,3980,3953,32,-19
4,3996,3979,18,-8
4,3999,3990,13,0
4,3989,3990,13,3
4,3965,3982,-1,8
4,3929,3961,-12,10
4,3879,3921,-24,20
4,3816,3865,-33,31
4,3741,3802,-39,34
4,3654,3723,-45,41
4,3554,3640,-54,41
4,3442,3537,-66,50
4,3320,3419,-71,59
4,3186,3302,-80,58
4,3041,3161,-89,70
4,2887,3010,-90,76
4,2722,2856,-93,78
4,2549,2694,-101,79
4,2368,2519,-108,84
4,2178,2345,-119,83
4,1981,2145,-127,97
4,1778,1940,-125,104
4,1569,1739,-124,101
4,1354,1533,-128,100
4,1136,1317,-135,105
4,913,1106,-143,102
4,687,871,-146,115
4,459,639,-138,117
4,230,418,-137,110
4,0,190,-141,111
4,16153,-41,-143,113
4,15924,9461,11519,933
4,15696,21558,5185,-8226
4,15470,21397,-3942,-3730
4,15248,14868,-4433,2819
4,15029,12026,56,3194
4,14814,13971,2150,-17
4,14605,15944,802,-1531
4,14402,15634,-920,-569
4,14205,14200,-928,666
4,14016,13548,-41,678
4,13834,13805,332,45
4,13661,14044,34,-227
4,13497,13829,-271,-32
